text,predictions
i dont how this place is still running.,"[('place', None), ('running', None)]"
the server was really cool and served us our food and drinks with a smile.,"[('drinks', None), ('server', None), ('food', None)]"
we were in search of food and stumbled on this block of indian restaurants on east sixth street.,"[('food', None), ('indian restaurants', None)]"
"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .","[('thai food', None), ('sushi', None)]"
"very excited to hear that short-term chef jason narone has moved on, he truly was a low point of their sterling track record.","[('chef', None), ('record', None)]"
excellent experience.,"[('experience', None), ('food', None)]"
"well worth the trip, close to city hall and downtown subway stops.","[('subway', None), ('place', None)]"
i had to share my table with a loud group of kids and the service was rude an unattentive.,"[('service', None), ('table', None)]"
what more could you want?,"[('more', None), ('a', None)]"
"if you are the type of person who likes being scared and entertained, this is a great place to go and eat.","[('place', None), ('eat', None)]"
"all in all, i don't see how you can go wrong.","[('i', None), ('n', None)]"
the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[('pizza', None), ('garlic and fresh tomatoes', None), ('sauce', None)]"
"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.","[('outdoor seating', None), ('yorkie', None)]"
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.","[('courses', None), ('mesclun', None), ('ice cream', None)]"
we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,"[('wait', None), ('curtain call', None)]"
the food is usually good but it certainly isn't a relaxing place to go.,"[('place', None), ('food', None)]"
i'm told that it is open 24hrs which is good.,"[('open', None), ('time', None)]"
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[('staff', None), ('live jazz', None), ('chilaquiles', None)]"
the prices were fantastic.,"[('prices', None), ('drinks', None)]"
what a great place!,"[('place', None)]"
"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[('bill', None), ('liquers', None)]"
"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.","[('service', None), ('table service', None)]"
"it's not mind-blowing, but to me, thai food never is and never will be.","[('thai food', None)]"
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[('pork belly', None), ('food', None)]"
"although, one night we went it was super cheesy, and another night it was less cheesy.","[('cheesy', None), ('night', None)]"
"even though it is a little loud, you don't have to yell at each other to talk.","[('yell', None), ('place', None)]"
"i've been to sapphire twice and both times the food was fine, if not good.","[('food', None), ('sapphire', None)]"
it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[('tables', None), ('dinner', None)]"
was surprisingly disappointed.,"[('surprisingly', None)]"
i love the fact that the pizza tastes so good and is so cheap.,"[('pizza', None), ('price', None)]"
nicky the nose at the bar is a treat.,"[('bar', None), ('nose', None)]"
i went to ruby foo's after work with a group of 6.,"[('ruby', None), ('work', None)]"
i'm amazed we haven't been kicked out of this place yet.,"[('place', None), ('icke', None)]"
"service was prompt, friendly and great.","[('service', None), ('time', None)]"
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","[('lamb chop', None), ('lemon', None), ('salads', None), ('extra virgnin olive oil', None)]"
the sushi was awful!,"[('sushi', None)]"
katz's has been a nyc original for over 100 years.,"[('katz', None), ('nyc', None)]"
you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,"[('meal', None), ('cost', None)]"
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","[('beer', None), ('pastrami sandwich', None)]"
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"[('truffle oil', None), ('wild mushroom', None), ('plain pizza', None)]"
"late nite omelletes are not good here, there is no variety!","[('nite omelletes', None), ('variety', None)]"
everything at sala thai is tasty and well-portioned.,"[('sala thai', None), ('food', None)]"
"after all that, they complained to me about the small tip.","[('tip', None), ('small', None)]"
it's a great place to pick up a cheap lunch or dinner.,"[('dinner', None), ('lunch', None)]"
"behind this counter, two men are squeezed in.","[('counter', None), ('men', None)]"
great find!!!,"[('find', None)]"
"if only they delivered, they'd make a mint!","[('mint', None), ('delivery', None)]"
"whenever you need a sushi fix, mizu will be there with quality fish and great service.","[('service', None), ('fish', None), ('sushi', None)]"
"our waitress was sweet and accomodating, not overbearing.","[('waitress', None), ('overbearing', None)]"
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[('table', None), ('reservation', None)]"
i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[('food', None), ('ant', None)]"
the website and rating makes this place look wonderful but in reality it was very disappointing.,"[('place', None), ('website', None)]"
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[('menu', None), ('food art', None)]"
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[('outdoor atmosphere', None), ('world', None)]"
"a large is $20, and toppings are about $3 each.","[('toppings', None), ('large', None)]"
"in any event, this is a place i'll be sure to stop by again when i'm in this part of town.","[('place', None), ('place', None)]"
i definitely wouldn't go back.,"[('i', None), ('back', None)]"
it is not worth for that bucks.,"[('bucks', None)]"
brick oven gallery is my pick for best pizza restaurant anywhere.,"[('pizza', None), ('brick oven', None)]"
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[('price', None), ('service', None), ('food', None)]"
